,sigma,y,z
123,-115893513.05496809,0.020095959595959594,0.0
124,-120932361.44866236,0.020969696969696968,0.0
125,-125971209.8423566,0.021843434343434342,0.0
126,-131010058.23605089,0.022717171717171716,0.0
127,-136048906.62974516,0.02359090909090909,0.0
128,-141087755.0234394,0.024464646464646463,0.0
129,-146126603.4171337,0.025338383838383837,0.0
130,-151165451.81082794,0.02621212121212121,0.0
131,-156204300.2045222,0.027085858585858585,0.0
132,-161243148.59821644,0.02795959595959596,0.0
133,-166281996.99191073,0.028833333333333332,0.0
134,-171320845.385605,0.029707070707070706,0.0
135,-176359693.77929926,0.03058080808080808,0.0
136,-181398542.1729935,0.03145454545454545,0.0
137,-186437390.56668776,0.032328282828282824,0.0
138,-191476238.96038204,0.0332020202020202,0.0
139,-196515087.3540763,0.03407575757575757,0.0
140,-201553935.74777058,0.034949494949494946,0.0
141,-206592784.14146483,0.03582323232323232,0.0
142,-211631632.5351591,0.03669696969696969,0.0
143,-216670480.9288534,0.03757070707070707,0.0
144,-221709329.3225476,0.03844444444444444,0.0
145,-226748177.7162419,0.039318181818181815,0.0
146,-231787026.10993618,0.04019191919191919,0.0
147,-236825874.50363043,0.04106565656565656,0.0
148,-241864722.8973247,0.041939393939393936,0.0
149,-246903571.291019,0.04281313131313131,0.0
150,-251942419.6847132,0.043686868686868684,0.0
151,-256981268.0784075,0.04456060606060606,0.0
152,-262020116.47210178,0.04543434343434343,0.0
153,-267058964.865796,0.046308080808080805,0.0
154,-272097813.2594903,0.04718181818181818,0.0
155,-277136661.6531846,0.04805555555555555,0.0
156,-282175510.0468788,0.04892929292929293,0.0
157,-287214358.4405731,0.0498030303030303,0.0
158,-292253206.8342674,0.050676767676767674,0.0
159,-297292055.2279616,0.05155050505050505,0.0
160,-302330903.6216559,0.05242424242424242,0.0
161,-307369752.01535016,0.053297979797979796,0.0
162,-312408600.4090444,0.05417171717171717,0.0
163,-317447448.80273867,0.05504545454545454,0.0
164,-322486297.1964329,0.05591919191919192,0.0
165,-327525145.59012717,0.05679292929292929,0.0
166,-332563993.98382145,0.057666666666666665,0.0
167,-337602842.37751573,0.05854040404040404,0.0
168,-342641690.77121,0.05941414141414141,0.0
169,-347680539.1649043,0.060287878787878786,0.0
170,-352719387.5585985,0.06116161616161616,0.0
171,-357758235.9522928,0.062035353535353534,0.0
172,-362797084.345987,0.0629090909090909,0.0
173,-367835932.7396813,0.06378282828282827,0.0
174,-372874781.1333755,0.06465656565656565,0.0
175,-377913629.5270698,0.06553030303030302,0.0
176,-382952477.9207641,0.0664040404040404,0.0
177,-387991326.3144583,0.06727777777777777,0.0
178,-393030174.7081526,0.06815151515151514,0.0
179,-398069023.1018469,0.06902525252525252,0.0
180,-403107871.49554116,0.06989898989898989,0.0
181,-408146719.88923544,0.07077272727272726,0.0
182,-413185568.28292966,0.07164646464646464,0.0
183,-418224416.676624,0.07252020202020201,0.0
184,-423263265.0703182,0.07339393939393939,0.0
185,-428302113.46401244,0.07426767676767676,0.0
186,-433340961.8577068,0.07514141414141413,0.0
187,-438379810.251401,0.07601515151515151,0.0
188,-443418658.6450952,0.07688888888888888,0.0
189,-448457507.0387896,0.07776262626262626,0.0
190,-453496355.4324838,0.07863636363636363,0.0
191,-458535203.826178,0.079510101010101,0.0
192,-463574052.21987236,0.08038383838383838,0.0
193,-468612900.6135666,0.08125757575757575,0.0
194,-473651749.00726086,0.08213131313131312,0.0
195,-478690597.40095514,0.0830050505050505,0.0
196,-483729445.7946494,0.08387878787878787,0.0
197,-488768294.18834364,0.08475252525252525,0.0
198,-493807142.582038,0.08562626262626262,0.0
199,-498845990.9757322,0.0865,0.0
200,-498845990.9757322,0.0865,-0.0
201,-504263811.4113857,0.08562626262626262,-0.004015151515151515
202,-509681631.8470391,0.08475252525252525,-0.00803030303030303
203,-515099452.2826926,0.08387878787878787,-0.012045454545454543
204,-520517272.71834606,0.0830050505050505,-0.01606060606060606
205,-525935093.1539995,0.08213131313131312,-0.020075757575757573
206,-531352913.58965296,0.08125757575757575,-0.024090909090909086
207,-536770734.02530646,0.08038383838383838,-0.028106060606060603
208,-542188554.4609598,0.079510101010101,-0.03212121212121212
209,-547606374.8966134,0.07863636363636363,-0.03613636363636363
210,-553024195.3322668,0.07776262626262626,-0.040151515151515146
211,-558442015.7679203,0.07688888888888888,-0.04416666666666666
212,-563859836.2035737,0.07601515151515151,-0.04818181818181817
213,-569277656.6392273,0.07514141414141413,-0.052196969696969686
214,-574695477.0748806,0.07426767676767676,-0.056212121212121206
215,-580113297.5105342,0.07339393939393939,-0.06022727272727272
216,-585531117.9461876,0.07252020202020201,-0.06424242424242424
217,-590948938.3818411,0.07164646464646464,-0.06825757575757575
218,-596366758.8174945,0.07077272727272726,-0.07227272727272727
219,-601784579.253148,0.06989898989898989,-0.07628787878787878
220,-607202399.6888014,0.06902525252525252,-0.08030303030303029
221,-612620220.1244549,0.06815151515151514,-0.0843181818181818
222,-618038040.5601083,0.06727777777777777,-0.08833333333333332
223,-623455860.9957619,0.06640404040404041,-0.09234848484848483
224,-628873681.4314153,0.06553030303030302,-0.09636363636363635
225,-634291501.8670688,0.06465656565656565,-0.10037878787878787
226,-639709322.3027222,0.06378282828282827,-0.10439393939393937
227,-645127142.7383757,0.0629090909090909,-0.1084090909090909
228,-650544963.1740291,0.06203535353535353,-0.11242424242424241
229,-655962783.6096826,0.06116161616161616,-0.11643939393939393
230,-661380604.045336,0.06028787878787878,-0.12045454545454544
231,-666798424.4809895,0.059414141414141405,-0.12446969696969695
232,-672216244.916643,0.05854040404040404,-0.12848484848484848
233,-677634065.3522965,0.05766666666666667,-0.13249999999999995
234,-683051885.7879499,0.056792929292929284,-0.1365151515151515
235,-688469706.2236034,0.05591919191919192,-0.140530303030303
236,-693887526.6592569,0.05504545454545454,-0.14454545454545453
237,-699305347.0949104,0.05417171717171717,-0.14856060606060606
238,-704723167.5305638,0.053297979797979796,-0.15257575757575756
239,-710140987.9662173,0.05242424242424242,-0.15659090909090906
240,-715558808.4018707,0.051550505050505055,-0.16060606060606059
241,-720976628.8375242,0.050676767676767674,-0.1646212121212121
242,-726394449.2731776,0.0498030303030303,-0.1686363636363636
243,-731812269.7088311,0.048929292929292934,-0.1726515151515151
244,-737230090.1444845,0.04805555555555555,-0.17666666666666664
245,-742647910.5801381,0.04718181818181818,-0.18068181818181817
246,-748065731.0157915,0.04630808080808081,-0.18469696969696967
247,-753483551.451445,0.04543434343434343,-0.1887121212121212
248,-758901371.8870984,0.04456060606060606,-0.1927272727272727
249,-764319192.3227519,0.04368686868686869,-0.19674242424242422
250,-769737012.7584054,0.04281313131313131,-0.20075757575757575
251,-775154833.1940588,0.041939393939393936,-0.20477272727272725
252,-780572653.6297123,0.04106565656565657,-0.20878787878787874
253,-785990474.0653658,0.04019191919191919,-0.21280303030303027
254,-791408294.5010192,0.039318181818181815,-0.2168181818181818
255,-796826114.9366727,0.03844444444444445,-0.2208333333333333
256,-802243935.3723263,0.03757070707070707,-0.22484848484848483
257,-807661755.8079796,0.03669696969696969,-0.22886363636363632
258,-813079576.243633,0.035823232323232326,-0.23287878787878785
259,-818497396.6792865,0.03494949494949495,-0.23689393939393935
260,-823915217.1149399,0.03407575757575757,-0.24090909090909088
261,-829333037.5505934,0.0332020202020202,-0.2449242424242424
262,-834750857.9862468,0.032328282828282824,-0.2489393939393939
263,-840168678.4219004,0.03145454545454545,-0.25295454545454543
264,-845586498.8575538,0.030580808080808083,-0.25696969696969696
265,-851004319.2932073,0.02970707070707071,-0.26098484848484843
266,-856422139.7288607,0.028833333333333343,-0.2649999999999999
267,-861839960.1645143,0.02795959595959597,-0.2690151515151515
268,-867257780.6001678,0.02708585858585858,-0.273030303030303
269,-872675601.0358212,0.026212121212121207,-0.27704545454545454
270,-878093421.4714746,0.02533838383838384,-0.281060606060606
271,-883511241.9071281,0.024464646464646467,-0.28507575757575754
272,-888929062.3427815,0.023590909090909093,-0.28909090909090907
273,-894346882.778435,0.022717171717171733,-0.29310606060606054
274,-899764703.2140887,0.021843434343434345,-0.2971212121212121
275,-905182523.649742,0.02096969696969697,-0.3011363636363636
276,-910600344.0853955,0.020095959595959598,-0.3051515151515151
277,-916018164.5210489,0.019222222222222224,-0.30916666666666665
278,-921435984.9567022,0.01834848484848485,-0.3131818181818181
279,-926853805.3923558,0.01747474747474749,-0.31719696969696964
280,-932271625.8280092,0.016601010101010116,-0.32121212121212117
281,-937689446.2636628,0.01572727272727273,-0.3252272727272727
282,-943107266.6993163,0.014853535353535355,-0.3292424242424242
283,-948525087.1349696,0.013979797979797981,-0.3332575757575757
284,-953942907.5706232,0.013106060606060607,-0.3372727272727272
285,-959360728.0062766,0.012232323232323247,-0.34128787878787875
286,-964778548.44193,0.011358585858585873,-0.3453030303030302
287,-970196368.8775835,0.010484848484848486,-0.3493181818181818
288,-975614189.313237,0.009611111111111112,-0.3533333333333333
289,-981032009.7488904,0.008737373737373738,-0.3573484848484848
290,-986449830.184544,0.007863636363636364,-0.36136363636363633
291,-991867650.6201974,0.006989898989899004,-0.3653787878787878
292,-997285471.0558509,0.0061161616161616306,-0.36939393939393933
293,-1002703291.4915043,0.005242424242424243,-0.37340909090909086
294,-1008121111.9271578,0.004368686868686869,-0.3774242424242424
295,-1013538932.3628113,0.0034949494949494953,-0.3814393939393939
296,-1018956752.7984647,0.0026212121212121214,-0.3854545454545454
297,-1024374573.2341182,0.0017474747474747615,-0.3894696969696969
298,-1029792393.6697717,0.0008737373737373877,-0.39348484848484844
299,-1035210214.1054251,0.0,-0.39749999999999996
300,-1035210214.1054251,-0.0,-0.39749999999999996
301,-1019714696.8823829,-0.0008737373737373877,-0.39348484848484844
302,-1004219179.6593411,-0.0017474747474747615,-0.3894696969696969
303,-988723662.436299,-0.0026212121212121214,-0.3854545454545454
304,-973228145.2132573,-0.0034949494949494953,-0.3814393939393939
305,-957732627.9902152,-0.004368686868686869,-0.3774242424242424
306,-942237110.7671732,-0.005242424242424243,-0.37340909090909086
307,-926741593.5441309,-0.0061161616161616306,-0.36939393939393933
308,-911246076.3210889,-0.006989898989899004,-0.3653787878787878
309,-895750559.0980471,-0.007863636363636364,-0.36136363636363633
310,-880255041.875005,-0.008737373737373738,-0.3573484848484848
311,-864759524.651963,-0.009611111111111112,-0.3533333333333333
312,-849264007.4289212,-0.010484848484848486,-0.3493181818181818
313,-833768490.205879,-0.011358585858585873,-0.3453030303030302
314,-818272972.982837,-0.012232323232323247,-0.34128787878787875
315,-802777455.7597952,-0.013106060606060607,-0.3372727272727272
316,-787281938.536753,-0.013979797979797981,-0.3332575757575757
317,-771786421.3137112,-0.014853535353535355,-0.3292424242424242
318,-756290904.0906692,-0.01572727272727273,-0.3252272727272727
319,-740795386.867627,-0.016601010101010116,-0.32121212121212117
320,-725299869.644585,-0.01747474747474749,-0.31719696969696964
321,-709804352.4215431,-0.01834848484848485,-0.3131818181818181
322,-694308835.1985012,-0.019222222222222224,-0.30916666666666665
323,-678813317.9754592,-0.020095959595959598,-0.3051515151515151
324,-663317800.7524172,-0.02096969696969697,-0.3011363636363636
325,-647822283.5293753,-0.021843434343434345,-0.2971212121212121
326,-632326766.3063331,-0.022717171717171733,-0.29310606060606054
327,-616831249.0832913,-0.023590909090909093,-0.28909090909090907
328,-601335731.8602493,-0.024464646464646467,-0.28507575757575754
329,-585840214.6372073,-0.02533838383838384,-0.281060606060606
330,-570344697.4141653,-0.026212121212121207,-0.27704545454545454
331,-554849180.1911232,-0.02708585858585858,-0.273030303030303
332,-539353662.9680812,-0.02795959595959597,-0.2690151515151515
333,-523858145.7450391,-0.028833333333333343,-0.2649999999999999
334,-508362628.52199733,-0.02970707070707071,-0.26098484848484843
335,-492867111.2989553,-0.030580808080808083,-0.25696969696969696
336,-477371594.0759133,-0.03145454545454545,-0.25295454545454543
337,-461876076.85287136,-0.032328282828282824,-0.2489393939393939
338,-446380559.62982935,-0.0332020202020202,-0.2449242424242424
339,-430885042.4067874,-0.03407575757575757,-0.24090909090909088
340,-415389525.1837454,-0.03494949494949495,-0.23689393939393935
341,-399894007.9607034,-0.035823232323232326,-0.23287878787878785
342,-384398490.73766136,-0.03669696969696969,-0.22886363636363632
343,-368902973.51461947,-0.03757070707070707,-0.22484848484848483
344,-353407456.29157734,-0.03844444444444445,-0.2208333333333333
345,-337911939.0685355,-0.039318181818181815,-0.2168181818181818
346,-322416421.8454934,-0.04019191919191919,-0.21280303030303027
347,-306920904.62245136,-0.04106565656565657,-0.20878787878787874
348,-291425387.3994094,-0.041939393939393936,-0.20477272727272725
349,-275929870.1763674,-0.04281313131313131,-0.20075757575757575
350,-260434352.95332536,-0.04368686868686869,-0.19674242424242422
351,-244938835.7302834,-0.04456060606060606,-0.1927272727272727
352,-229443318.50724146,-0.04543434343434343,-0.1887121212121212
353,-213947801.2841994,-0.04630808080808081,-0.18469696969696967
354,-198452284.06115746,-0.04718181818181818,-0.18068181818181817
355,-182956766.8381154,-0.04805555555555555,-0.17666666666666664
356,-167461249.61507338,-0.048929292929292934,-0.1726515151515151
357,-151965732.3920315,-0.0498030303030303,-0.1686363636363636
358,-136470215.16898948,-0.050676767676767674,-0.1646212121212121
359,-120974697.94594741,-0.051550505050505055,-0.16060606060606059
360,-105479180.72290546,-0.05242424242424242,-0.15659090909090906
361,-89983663.4998635,-0.053297979797979796,-0.15257575757575756
362,-74488146.27682161,-0.05417171717171717,-0.14856060606060606
363,-58992629.05377954,-0.05504545454545454,-0.14454545454545453
364,-43497111.83073759,-0.05591919191919192,-0.140530303030303
365,-28001594.60769558,-0.056792929292929284,-0.1365151515151515
366,-12506077.384653449,-0.05766666666666667,-0.13249999999999995
367,2989439.838388443,-0.05854040404040404,-0.12848484848484848
368,18484957.061430395,-0.059414141414141405,-0.12446969696969695
369,33980474.284472406,-0.06028787878787878,-0.12045454545454544
370,49475991.50751442,-0.06116161616161616,-0.11643939393939393
371,64971508.73055631,-0.06203535353535353,-0.11242424242424241
372,80467025.95359832,-0.0629090909090909,-0.1084090909090909
373,95962543.17664039,-0.06378282828282827,-0.10439393939393937
374,111458060.39968231,-0.06465656565656565,-0.10037878787878787
375,126953577.62272435,-0.06553030303030302,-0.09636363636363635
376,142449094.84576643,-0.06640404040404041,-0.09234848484848483
377,157944612.06880832,-0.06727777777777777,-0.08833333333333332
378,173440129.2918503,-0.06815151515151514,-0.0843181818181818
379,188935646.51489234,-0.06902525252525252,-0.08030303030303029
380,204431163.73793432,-0.06989898989898989,-0.07628787878787878
381,219926680.96097633,-0.07077272727272726,-0.07227272727272727
382,235422198.18401828,-0.07164646464646464,-0.06825757575757575
383,250917715.40706035,-0.07252020202020201,-0.06424242424242424
384,266413232.6301023,-0.07339393939393939,-0.06022727272727272
385,281908749.8531442,-0.07426767676767676,-0.056212121212121206
386,297404267.0761863,-0.07514141414141413,-0.052196969696969686
387,312899784.2992283,-0.07601515151515151,-0.04818181818181817
388,328395301.5222702,-0.07688888888888888,-0.04416666666666666
389,343890818.74531233,-0.07776262626262626,-0.040151515151515146
390,359386335.9683542,-0.07863636363636363,-0.03613636363636363
391,374881853.1913962,-0.079510101010101,-0.03212121212121212
392,390377370.41443825,-0.08038383838383838,-0.028106060606060603
393,405872887.6374802,-0.08125757575757575,-0.024090909090909086
394,421368404.8605222,-0.08213131313131312,-0.020075757575757573
395,436863922.0835642,-0.0830050505050505,-0.01606060606060606
396,452359439.30660623,-0.08387878787878787,-0.012045454545454543
397,467854956.5296482,-0.08475252525252525,-0.00803030303030303
398,483350473.75269026,-0.08562626262626262,-0.004015151515151515
399,498845990.9757322,-0.0865,-0.0
400,498845990.9757322,-0.0865,0.0
401,493807142.582038,-0.08562626262626262,0.0
402,488768294.18834364,-0.08475252525252525,0.0
403,483729445.7946494,-0.08387878787878787,0.0
404,478690597.40095514,-0.0830050505050505,0.0
405,473651749.00726086,-0.08213131313131312,0.0
406,468612900.6135666,-0.08125757575757575,0.0
407,463574052.21987236,-0.08038383838383838,0.0
408,458535203.826178,-0.079510101010101,0.0
409,453496355.4324838,-0.07863636363636363,0.0
410,448457507.0387896,-0.07776262626262626,0.0
411,443418658.6450952,-0.07688888888888888,0.0
412,438379810.251401,-0.07601515151515151,0.0
413,433340961.8577068,-0.07514141414141413,0.0
414,428302113.46401244,-0.07426767676767676,0.0
415,423263265.0703182,-0.07339393939393939,0.0
416,418224416.676624,-0.07252020202020201,0.0
417,413185568.28292966,-0.07164646464646464,0.0
418,408146719.88923544,-0.07077272727272726,0.0
419,403107871.49554116,-0.06989898989898989,0.0
420,398069023.1018469,-0.06902525252525252,0.0
421,393030174.7081526,-0.06815151515151514,0.0
422,387991326.3144583,-0.06727777777777777,0.0
423,382952477.9207641,-0.0664040404040404,0.0
424,377913629.5270698,-0.06553030303030302,0.0
425,372874781.1333755,-0.06465656565656565,0.0
426,367835932.7396813,-0.06378282828282827,0.0
427,362797084.345987,-0.0629090909090909,0.0
428,357758235.9522928,-0.062035353535353534,0.0
429,352719387.5585985,-0.06116161616161616,0.0
430,347680539.1649043,-0.060287878787878786,0.0
431,342641690.77121,-0.05941414141414141,0.0
432,337602842.37751573,-0.05854040404040404,0.0
433,332563993.98382145,-0.057666666666666665,0.0
434,327525145.59012717,-0.05679292929292929,0.0
435,322486297.1964329,-0.05591919191919192,0.0
436,317447448.80273867,-0.05504545454545454,0.0
437,312408600.4090444,-0.05417171717171717,0.0
438,307369752.01535016,-0.053297979797979796,0.0
439,302330903.6216559,-0.05242424242424242,0.0
440,297292055.2279616,-0.05155050505050505,0.0
441,292253206.8342674,-0.050676767676767674,0.0
442,287214358.4405731,-0.0498030303030303,0.0
443,282175510.0468788,-0.04892929292929293,0.0
444,277136661.6531846,-0.04805555555555555,0.0
445,272097813.2594903,-0.04718181818181818,0.0
446,267058964.865796,-0.046308080808080805,0.0
447,262020116.47210178,-0.04543434343434343,0.0
448,256981268.0784075,-0.04456060606060606,0.0
449,251942419.6847132,-0.043686868686868684,0.0
450,246903571.291019,-0.04281313131313131,0.0
451,241864722.8973247,-0.041939393939393936,0.0
452,236825874.50363043,-0.04106565656565656,0.0
453,231787026.10993618,-0.04019191919191919,0.0
454,226748177.7162419,-0.039318181818181815,0.0
455,221709329.3225476,-0.03844444444444444,0.0
456,216670480.9288534,-0.03757070707070707,0.0
457,211631632.5351591,-0.03669696969696969,0.0
458,206592784.14146483,-0.03582323232323232,0.0
459,201553935.74777058,-0.034949494949494946,0.0
460,196515087.3540763,-0.03407575757575757,0.0
461,191476238.96038204,-0.0332020202020202,0.0
462,186437390.56668776,-0.032328282828282824,0.0
463,181398542.1729935,-0.03145454545454545,0.0
464,176359693.77929926,-0.03058080808080808,0.0
465,171320845.385605,-0.029707070707070706,0.0
466,166281996.99191073,-0.028833333333333332,0.0
467,161243148.59821644,-0.02795959595959596,0.0
468,156204300.2045222,-0.027085858585858585,0.0
469,151165451.81082794,-0.02621212121212121,0.0
470,146126603.4171337,-0.025338383838383837,0.0
471,141087755.0234394,-0.024464646464646463,0.0
472,136048906.62974516,-0.02359090909090909,0.0
473,131010058.23605089,-0.022717171717171716,0.0
474,125971209.8423566,-0.021843434343434342,0.0
475,120932361.44866236,-0.020969696969696968,0.0
476,115893513.05496809,-0.020095959595959594,0.0
477,110854664.6612738,-0.01922222222222222,0.0
478,105815816.26757956,-0.018348484848484847,0.0
479,100776967.87388529,-0.017474747474747473,0.0
480,95738119.48019102,-0.0166010101010101,0.0
481,90699271.08649676,-0.015727272727272725,0.0
482,85660422.6928025,-0.014853535353535353,0.0
483,80621574.29910822,-0.01397979797979798,0.0
484,75582725.90541397,-0.013106060606060605,0.0
485,70543877.5117197,-0.012232323232323232,0.0
486,65505029.118025444,-0.011358585858585858,0.0
487,60466180.72433118,-0.010484848484848484,0.0
488,55427332.3306369,-0.00961111111111111,0.0
489,50388483.936942644,-0.008737373737373736,0.0
490,45349635.54324838,-0.007863636363636363,0.0
491,40310787.14955411,-0.00698989898989899,0.0
492,35271938.75585985,-0.006116161616161616,0.0
493,30233090.36216559,-0.005242424242424242,0.0
494,25194241.968471322,-0.004368686868686868,0.0
495,20155393.574777056,-0.003494949494949495,0.0
496,15116545.181082794,-0.002621212121212121,0.0
497,10077696.787388528,-0.0017474747474747474,0.0
498,5038848.393694264,-0.0008737373737373737,0.0
499,0.0,-0.0,0.0
500,498845990.9757322,-0.0865,5.2965974063123024e-18
501,502357360.01083064,-0.08648911204379019,0.001372405871710886
502,505742263.26702785,-0.0864564509161455,0.0027444662475828467
503,508999848.613031,-0.08640202483933018,0.004115835718753698
504,512129295.96914977,-0.08632584751481799,0.005486169050292834
505,515129817.5137479,-0.08622793811984301,0.0068551212681122
506,518000657.88157225,-0.08610832130257182,0.008222347745811794
507,520741094.35391307,-0.08596702717589848,0.00958750429143746
508,523350437.0405435,-0.08580409130986379,0.010950247234129313
509,525828029.05339634,-0.08561955472270068,0.012310233510639161
510,528173246.6719318,-0.0854134638705081,0.013667120751694756
