,sigma,y,z,shearstress,V.Mises
201,483353820.37115645,0.08562626262626262,-0.004015151515151515,490258833.90225285,977083460.2657967
202,467858330.223481,0.08475252525252525,-0.00803030303030303,487379460.7541563,965146431.0945466
203,452362840.0758056,0.08387878787878787,-0.012045454545454543,484478967.8733218,953305695.994861
204,436867349.9281301,0.0830050505050505,-0.01606060606060606,481557355.2597495,941565473.3726811
205,421371859.7804547,0.08213131313131312,-0.020075757575757573,478614622.9134395,929930167.2784687
206,405876369.63277924,0.08125757575757575,-0.024090909090909086,475650770.83439165,918404374.3429891
207,390380879.4851037,0.08038383838383838,-0.028106060606060603,472665799.02260596,906992890.691321
208,374885389.33742833,0.079510101010101,-0.03212121212121212,444140392.4686277,855757629.1247628
209,359389899.1897529,0.07863636363636363,-0.03613636363636363,441113181.1913664,844336198.1473508
210,343894409.0420774,0.07776262626262626,-0.040151515151515146,438064850.18136734,833046099.2428156
211,328398918.894402,0.07688888888888888,-0.04416666666666666,434995399.43863046,821893449.6206508
212,312903428.7467265,0.07601515151515151,-0.04818181818181817,431904828.9631557,810884640.1101307
