,sigma,y,z,shearstress,V.Mises
224,126957546.97462124,0.06553030303030302,-0.09636363636363635,408768055.5506813,719299790.3863645
225,111462056.82694572,0.06465656565656565,-0.10037878787878787,405402928.54961514,710970037.0211858
226,95966566.67927033,0.06378282828282827,-0.10439393939393937,402016681.81581116,702895311.7604301
227,80471076.53159481,0.0629090909090909,-0.1084090909090909,398609315.3492694,695085428.5681679
228,64975586.38391936,0.06203535353535353,-0.11242424242424241,366100401.0028868,637424770.2037925
229,49480096.23624408,0.06116161616161616,-0.11643939393939393,362650795.0708694,630075453.7514924
230,33984606.08856851,0.06028787878787878,-0.12045454545454544,359180069.40611416,623045680.6902188
231,18489115.940893054,0.059414141414141405,-0.12446969696969695,355688224.00862116,616347455.17727
232,2993625.793217659,0.05854040404040404,-0.12848484848484848,352175258.8783904,609992787.4111084
233,-12501864.354457676,0.05766666666666667,-0.13249999999999995,348641174.0154218,603993626.8445985
234,-27997354.50213325,0.056792929292929284,-0.1365151515151515,345085969.41971534,598361789.1628377
235,-43492844.649808705,0.05591919191919192,-0.140530303030303,341509645.09127116,593108877.5316303
236,-58988334.79748416,0.05504545454545454,-0.14454545454545453,337912201.0300892,588246198.846349
237,-74483824.94515961,0.05417171717171717,-0.14856060606060606,334293637.2361693,583784675.9450129
238,-89979315.09283507,0.053297979797979796,-0.15257575757575756,330653953.7095117,579734756.9844087
239,-105474805.24051046,0.05242424242424242,-0.15659090909090906,326993150.4501163,576106323.4025476
240,-120970295.38818586,0.051550505050505055,-0.16060606060606059,323311227.457983,572908598.0917618
241,-136465785.53586143,0.050676767676767674,-0.1646212121212121,319608184.7331119,570150055.5705531
242,-151961275.68353683,0.0498030303030303,-0.1686363636363636,315884022.2755031,567838336.0554477
243,-167456765.83121222,0.048929292929292934,-0.1726515151515151,312138740.08515644,565980165.3843498
244,-182952255.97888774,0.04805555555555555,-0.17666666666666664,308372338.162072,564581282.7205613
245,-198447746.12656313,0.04718181818181818,-0.18068181818181817,304584816.5062498,563646377.8657238
246,-213943236.27423853,0.04630808080808081,-0.18469696969696967,300776175.1176897,563179039.8290548
247,-229438726.42191404,0.04543434343434343,-0.1887121212121212,296946413.99639183,563181718.0431726
248,-244934216.56958947,0.04456060606060606,-0.1927272727272727,293095533.14235604,563655697.2927394
249,-260429706.7172649,0.04368686868686869,-0.19674242424242422,256581991.27083123,515098618.5909989
250,-275925196.8649404,0.04281313131313131,-0.20075757575757575,252688870.95131993,517387389.46065795
251,-291420687.0126158,0.041939393939393936,-0.20477272727272725,248774630.89907086,520185032.2296978
252,-306916177.1602912,0.04106565656565657,-0.20878787878787874,244839271.114084,523484809.5615717
253,-322411667.3079667,0.04019191919191919,-0.21280303030303027,240882791.59635934,527278712.9005572
254,-337907157.4556422,0.039318181818181815,-0.2168181818181818,236905192.34589672,531557576.8824024
255,-353402647.6033175,0.03844444444444445,-0.2208333333333333,232906473.3626964,536311203.81340146
256,-368898137.750993,0.03757070707070707,-0.22484848484848483,228886634.6467583,541528494.7220289
257,-384393627.89866847,0.03669696969696969,-0.22886363636363632,224845676.19808242,547197583.5875181
258,-399889118.0463438,0.035823232323232326,-0.23287878787878785,220783598.01666865,553305971.5848371
259,-415384608.19401926,0.03494949494949495,-0.23689393939393935,216700400.1025171,559840658.5255057
260,-430880098.34169483,0.03407575757575757,-0.24090909090909088,212596082.45562774,566788269.0858984
261,-446375588.48937035,0.0332020202020202,-0.2449242424242424,208470645.0760006,574135171.8667331
262,-461871078.63704574,0.032328282828282824,-0.2489393939393939,204324087.9636357,581867589.7898617
263,-477366568.78472126,0.03145454545454545,-0.25295454545454543,200156411.1185329,589971700.7864457
264,-492862058.93239665,0.030580808080808083,-0.25696969696969696,195967614.54069236,598433728.1448877
265,-508357549.0800719,0.02970707070707071,-0.26098484848484843,191757698.2301141,607240020.2541268
266,-523853039.2277473,0.028833333333333343,-0.2649999999999999,187526662.18679792,616377119.7902402
267,-539348529.375423,0.02795959595959597,-0.2690151515151515,183274506.4107439,625831822.6486545
268,-554844019.5230985,0.02708585858585858,-0.273030303030303,179001230.90195206,635591227.1214812
269,-570339509.670774,0.026212121212121207,-0.27704545454545454,138504181.2380229,618738540.0577083
270,-585834999.8184493,0.02533838383838384,-0.281060606060606,134188666.26375547,630255853.977747
271,-601330489.9661248,0.024464646464646467,-0.28507575757575754,129852031.55675037,642014803.926783
272,-616825980.1138003,0.023590909090909093,-0.28909090909090907,125494277.11700737,654003616.5884031
273,-632321470.2614754,0.022717171717171733,-0.29310606060606054,121115402.94452646,666211125.8789357
274,-647816960.4091512,0.021843434343434345,-0.2971212121212121,116715409.03930788,678626756.2625207
275,-663312450.5568265,0.02096969696969697,-0.3011363636363636,112294295.4013515,691240503.3002336
276,-678807940.704502,0.020095959595959598,-0.3051515151515151,107852062.0306573,704042912.1980286
277,-694303430.8521774,0.019222222222222224,-0.30916666666666665,103388708.92722523,717025054.9973967
278,-709798920.9998528,0.01834848484848485,-0.3131818181818181,98904236.09105545,730178506.9438986
279,-725294411.1475282,0.01747474747474749,-0.31719696969696964,94398643.52214788,743495322.4723773
280,-740789901.2952037,0.016601010101010116,-0.32121212121212117,89871931.22050242,756968011.1635271
281,-756285391.4428792,0.01572727272727273,-0.3252272727272727,85324099.18611905,770589513.9538801
282,-771780881.5905547,0.014853535353535355,-0.3292424242424242,80755147.41899799,784353179.8193249
283,-787276371.73823,0.013979797979797981,-0.3332575757575757,76165075.91913913,798252743.0999635
284,-802771861.8859056,0.013106060606060607,-0.3372727272727272,71553884.68654259,812282301.5903822
285,-818267352.0335809,0.012232323232323247,-0.34128787878787875,66921573.72120803,826436295.4832135
286,-833762842.1812563,0.011358585858585873,-0.3453030303030302,62268143.02313579,840709487.2242228
287,-849258332.3289319,0.010484848484848486,-0.3493181818181818,57593592.592325754,855096942.313087
288,-864753822.4766073,0.009611111111111112,-0.3533333333333333,52897922.428777926,869594011.0647881
289,-880249312.6242827,0.008737373737373738,-0.3573484848484848,8417364.972444309,880370040.6503848
290,-895744802.7719582,0.007863636363636364,-0.36136363636363633,3679455.3434207803,895767473.6603507
291,-911240292.9196336,0.006989898989899004,-0.3653787878787878,-1079574.0183404367,911242211.4237481
292,-926735783.067309,0.0061161616161616306,-0.36939393939393933,-5859723.112839661,926791357.6864299
293,-942231273.2149845,0.005242424242424243,-0.37340909090909086,-10660991.940076575,942412193.5075809
294,-957726763.36266,0.004368686868686869,-0.3774242424242424,-15483380.500051176,958102164.9470607
295,-973222253.5103356,0.0034949494949494953,-0.3814393939393939,-20326888.792763785,973858871.6809617
296,-988717743.6580108,0.0026212121212121214,-0.3854545454545454,-25191516.81821398,989680056.4743109
297,-1004213233.8056862,0.0017474747474747615,-0.3894696969696969,-30077264.576402176,1005563595.4446992
298,-1019708723.9533616,0.0008737373737373877,-0.39348484848484844,-34984132.067328066,1021507489.0553205
299,-1035204214.1010373,0.0,-0.39749999999999996,-39912119.29099186,1037509853.7804068
300,-1035204214.1010373,-0.0,-0.39749999999999996,-39912119.29099186,1037509853.7804068
301,-1029786487.8022271,-0.0008737373737373877,-0.39348484848484844,-44810660.61391533,1032707217.1598362
302,-1024368761.503417,-0.0017474747474747615,-0.3894696969696969,-49629190.40262039,1027969128.507322
303,-1018951035.2046067,-0.0026212121212121214,-0.3854545454545454,-54367708.65710712,1023293093.58483
304,-1013533308.9057966,-0.0034949494949494953,-0.3814393939393939,-59026215.37737554,1018676617.2671591
305,-1008115582.6069864,-0.004368686868686869,-0.3774242424242424,-63604710.56342555,1014117205.0175439
306,-1002697856.3081764,-0.005242424242424243,-0.37340909090909086,-68103194.21525723,1009612364.3418673
307,-997280130.0093662,-0.0061161616161616306,-0.36939393939393933,-72521666.33287059,1005159606.2191253
308,-991862403.710556,-0.006989898989899004,-0.3653787878787878,-76860126.91626553,1000756446.5059595
309,-986444677.4117459,-0.007863636363636364,-0.36136363636363633,-81118575.96544217,996400407.3132181
310,-981026951.1129357,-0.008737373737373738,-0.3573484848484848,-85297013.48040047,992089018.3526725
311,-975609224.8141255,-0.009611111111111112,-0.3533333333333333,-124758591.0690913,999253460.1786742
312,-970191498.5153154,-0.010484848484848486,-0.3493181818181818,-128777005.51561289,995500926.7901752
313,-964773772.2165053,-0.011358585858585873,-0.3453030303030302,-132715408.42791604,991780505.1821854
314,-959356045.9176952,-0.012232323232323247,-0.34128787878787875,-136573799.80600086,988089687.8417382
315,-953938319.6188849,-0.013106060606060607,-0.3372727272727272,-140352179.6498674,984425985.3512136
316,-948520593.3200748,-0.013979797979797981,-0.3332575757575757,-144050547.95951548,980786927.4488608
317,-943102867.0212648,-0.014853535353535355,-0.3292424242424242,-147668904.73494524,977170064.0423777
318,-937685140.7224545,-0.01572727272727273,-0.3252272727272727,-151207249.9761567,973572966.1754917
319,-932267414.4236443,-0.016601010101010116,-0.32121212121212117,-154665583.68314976,969993226.9476397
320,-926849688.1248343,-0.01747474747474749,-0.31719696969696964,-158043905.85592446,966428462.3869951
321,-921431961.8260239,-0.01834848484848485,-0.3131818181818181,-161342216.49448076,962876312.2772368
